municipio;ano_distribuicao;ano_calculo;codigo;valor_adicionado;pop;receita_tributaria;area_cultivada;area_inundada;ind_protegida;ind_participacao;total_icms_estado;montante_disponivel;total_recebido_municipio;valor_adicionado_2anos;share_valor_adicionado_2anos;share_pop;share_receita_tributaria;share_area_cultivada;share_area_inundada;ind_participacao_calculado;Codmun7;matriculas_rede_municipal;aprovacao;reprovacao;abandono;taxa_part_p_brasil_2015;taxa_part_p_brasil_2017;taxa_part_ana_2014;taxa_part_ana_2016;pob_ed_mt_2015;inten_pob_ed_mt_2015;pob_ed_lp_2015;inten_pob_ed_lp_2015;pob_ed_mt_2017;inten_pob_ed_mt_2017;pob_ed_lp_2017;inten_pob_ed_lp_2017;pob_ed_lpo_2014;inten_pob_ed_lpo_2014;pob_ed_lpo_2016;inten_pob_ed_lpo_2016;dados_imputados;pob_ed_p_brasil_2015;pob_ed_p_brasil_2017;ia_p_brasil_2015;ia_p_brasil_2017;avanco_ia_p_brasil;ia_p_brasil_2015_norm;ia_p_brasil_2017_norm;ia_ana_2014;ia_ana_2016;avanco_ia_ana;ia_ana_2014_norm;ia_ana_2016_norm;ind_rendimento;log_matriculas_rede_municipal;ind_matriculas;ide;ide2;share_ide;share_ide2;ind_alt1;ind_alt2;transf_alt1;transf_alt2;ind_alt3;ind_alt4;transf_alt3;transf_alt4;var_transf_alt1;var_perc_transf_alt1;var_transf_alt2;var_perc_transf_alt2;var_transf_alt3;var_perc_transf_alt3;var_transf_alt4;var_perc_transf_alt4;receitas_correntes_2018;receitas_correntes_2017;IDH;IDHM_renda;IDHM_longevidade;IDHM_educacao;area_geografica;regiao_metrop;pop_urbana;faixa_5_a_9;faixa_10_a_14;faixa_15_a_19;faixa_20_a_24;faixa_25_a_29;faixa_30_a_39;faixa_40_a_49;faixa_50_a_59;faixa_60_a_69;faixa_70_ou_mais;idosos_sobre_jovens;fracao_pop_abaixo_15;receitas2018_pc;receitas2017_pc;quintil_area_cultivada;quintil_area_geografica;quintil_area_inundada;quintil_fracao_pop_abaixo_15;quintil_IDH;quintil_idosos_sobre_jovens;quintil_pop;quintil_pop_urbana;quintil_receitas_correntes_2018;quintil_receitas2017_pc;quintil_receitas2018_pc;quintil_var_perc_transf_alt1;quintil_var_perc_transf_alt2;quintil_var_perc_transf_alt3;quintil_var_perc_transf_alt4;quintil_ben_var_perc_transf_alt1;quintil_ben_var_perc_transf_alt2;quintil_ben_var_perc_transf_alt3;quintil_ben_var_perc_transf_alt4;quintil_prej_var_perc_transf_alt1;quintil_prej_var_perc_transf_alt2;quintil_prej_var_perc_transf_alt3;quintil_prej_var_perc_transf_alt4;faixa_pop
MAIRINQUE;2018;2016;432;1001630871;43223;20276991;3693,8;3,24;0,125902;0,08836555;135942,42525178;27188,485050356;24,0252543514149;1754444320;0,000894516305549355;0,00104752051629628;0,000457824454745044;0,000207432283091558;0,00059023596686663;0,0885378282338343;3528403;3644;94,8;5,2;0;0,896732026143791;0,908707865168539;0,847222222222222;0,891551071878941;0,13622754491018;2,41654486826347;0,0838323353293413;1,09831507035928;0,139103554868624;2,66137482225657;0,0757341576506955;1,21252596290572;0,498502994011976;39,0883965538922;0,432475884244373;29,5496563987138;FALSE;0,11002994011976;0,10741885625966;0,798064655003718;0,811095505617977;0,490768359165621;0,515355172008924;0,587844739530133;0,424879407850965;0,505976733719077;0,556373523476235;0,281411444849575;0,363166365551585;0,320987654320988;8,20083725837985;8,20083725837985;3,90546417847099;3,88261428316962;0,00188693242959011;0,00202562399557655;0,105373429592089;0,0982384283290914;28,6494391516925;26,7095403999597;0,107939223562838;0,0996253439889558;29,3470396618526;27,086621756803;4,62418480027765;0,192471835371239;2,68428604854486;0,111727684930286;5,3217853104377;0,221507969597179;3,06136740538812;0,127422892619983;159,85319371;146,7259886;0,743;0,721;0,831;0,684;210,149;Sorocaba;80,26;7,82;9,04;8,63;8,48;8,67;15,73;14,11;10,18;6,15;4,19;0,613285883748517;16,86;0,00369833638826551;0,00339462759641857;5;4;2;2;3;5;2;4;2;4;4;4;3;4;3;4;4;4;4;NA;NA;NA;NA;20 mil a 50 mil
MAIRIPORA;2018;2016;433;753992393;80956;42567671;1182,9;0;0,74671;0,09523276;135942,42525178;27188,485050356;25,8923447156414;1493547254;0,000761496022747228;0,00196198947128339;0,000961115027636074;6,64279732711581e-05;0;0,0952187451072656;3528502;5434;97,9;2;0,1;0,88974113135187;0,844843049327354;0,826325411334552;0,872320596458527;0,131465517241379;2,25577958512931;0,0635775862068965;0,99814180387931;0,128450106157113;2,74522449575372;0,0806794055201698;1,33569831528662;0,447893569844789;38,3728260543237;0,422754491017964;33,381987245509;FALSE;0,0975215517241379;0,104564755838641;0,802972195589645;0,756502242152466;0,398100007625419;0,527133269415149;0,46873216469629;0,456219572998456;0,503543146698216;0,506247071055064;0,335946435192857;0,359022799610749;0,132716049382716;8,60043078998629;8,60043078998629;3,08884168563473;3,27352030574165;0,00149237972239597;0,00170784960794615;0,094221466736184;0,0982131496017271;25,6173893977936;26,7026674969493;0,0982076596188623;0,100367848457229;26,7011748537789;27,2884974731576;-0,274955317847855;-0,0106191741562036;0,810322781307928;0,0312958440113157;0,80883013813747;0,0312381959617918;1,39615275751621;0,0539214494805024;247,84346585;230,85900062;0,788;0,767;0,881;0,723;320,697;São Paulo;87,39;7,62;9,17;8,69;8,27;7,9;16,93;13,8;10,66;6,85;3,98;0,645026801667659;16,79;0,00306145888939671;0,00285166016873363;5;3;2;2;1;4;1;3;1;5;5;5;4;4;4;NA;5;5;5;1;NA;NA;NA;50 mil a 150 mil
MANDURI;2018;2016;434;137737743;8992;1659776;19167,2;0,08;0;0,0190878;135942,42525178;27188,485050356;5,18968364944185;251503761;0,000128231037347191;0,000217923431565051;3,74752862591353e-05;0,00107637014902607;1,45737275769538e-05;0,019103112384693;3528601;622;97,1;2,9;0;0,896551724137931;0,817460317460317;0,936;0,971014492753623;0,179487179487179;2,456092;0,141025641025641;1,86719985897436;0,16504854368932;3,40891439805825;0,0194174757281553;0,476173834951456;0,418803418803419;29,5922322905983;0,5;33,2871758955224;FALSE;0,16025641025641;0,0922330097087379;0,752873563218391;0,742063492063492;0,453637786650385;0,406896551724138;0,437229437229437;0,544;0,485507246376812;0,349196202957939;0,488693069306931;0,328313833116664;0,179012345679012;6,43294009273918;6,43294009273918;2,5437841176134;2,27215942664591;0,00122903412400013;0,00118542309915783;0,0325793108125967;0,0239848699268984;8,85782104979186;6,52112277442212;0,0317725068530141;0,0235487596784754;8,63846327585507;6,40255100472656;3,66813740035001;0,70681329501549;1,33143912498026;0,25655496845621;3,44877962641322;0,664545251575043;1,2128673552847;0,23370737740732;29,63363816;26,35562445;0,739;0,73;0,818;0,675;229,046;NA;86,5;6,73;7,75;8,31;7,97;8,22;14,7;14,33;10,78;8,03;6,28;0,988259668508287;14,48;0,00329555584519573;0,00293100805716192;3;3;2;4;3;2;3;3;4;5;4;2;2;2;2;3;3;3;3;NA;NA;NA;NA;Até 20 mil
MARABA PAULISTA;2018;2016;435;92014584;4812;586943;83271,8;0;0;0,02564844;135942,42525178;27188,485050356;6,97342227504953;179029436;9,12794711406428e-05;0,00011662005701635;1,32523044933748e-05;0,00467628447429303;0;0,0256491906870458;3528700;229;96,2;3,8;0;0,842105263157895;0,90625;0,837209302325581;0,921052631578947;0,09375;1,35386521875;0,03125;1,04278440625;0,0689655172413793;1,30110224137931;0;0;0,305555555555556;18,2451934444444;0,542857142857143;28,6590922857143;FALSE;0,0625;0,0344827586206897;0,789473684210526;0,875;0,603674988899894;0,494736842105263;0,727272727272727;0,581395348837209;0,421052631578947;0,198032147190526;0,553764678793461;0,218569680013988;0,234567901234568;5,43372200355424;5,43372200355424;3,01339615951494;2,07573593502431;0,00145592807327122;0,0010829457195097;0,033860143518026;0,0224760253798596;9,20606005842759;6,11089080031736;0,0269599699734379;0,0187462018422444;7,33000740580862;5,09680828538818;2,23263778337806;0,320163858621655;-0,862531474732173;-0,123688404446445;0,356585130759089;0,0511348828013654;-1,87661398966135;-0,269109472457412;NA;NA;0,677;0,65;0,809;0,591;919,519;NA;44,51;5,36;5,82;7,17;14,86;12,95;17,29;12,59;8,67;5,71;4,79;0,9391771019678;11,18;NA;NA;1;1;2;5;5;3;4;5;NA;NA;NA;3;5;4;5;4;NA;5;NA;NA;5;NA;5;Até 20 mil
MARACAI;2018;2016;436;523209143;13332;2943627;68312;35,02;0;0,0586628;135942,42525178;27188,485050356;15,9495266081202;939409297;0,000478964720722033;0,000323104447244801;6,64627422405913e-05;0,00383618878189141;0,00637964924681154;0,0587331564631383;3528809;786;100;0;0;0,978142076502732;0,949367088607595;0,964497041420118;0,970149253731343;0,0837988826815642;1,68971439664804;0,0782122905027933;1,38372576536313;0,153333333333333;2,74836116666667;0,08;1,13961879333333;0,47239263803681;31,6519923067485;0,269230769230769;17,9855996923077;FALSE;0,0810055865921788;0,116666666666667;0,898907103825136;0,838607594936709;0,376561439758451;0,757377049180328;0,647871116225546;0,50887573964497;0,708955223880597;0,73296490339304;0,427573378639639;0,708769276540884;0;6,66695679242921;6,66695679242921;2,37017705692644;3,12361554509969;0,00114515554315899;0,00162964181853895;0,0575065080560374;0,0505190737407668;15,6351483457975;13,7353708115867;0,0664695041505666;0,0553639364945663;18,0720511990226;15,0526155971138;-0,314378262322736;-0,0197108208943756;-2,21415579653354;-0,138822665458063;2,12252459090231;0,133077591771388;-0,896911011006489;-0,0562343342873796;57,96580138;48,1009861;0,771;0,711;0,85;0,758;533,498;NA;90,65;6,96;7,93;8,2;8,9;8,59;15,17;14,25;11,16;7,34;5,36;0,852921423774345;14,89;0,00434786989048905;0,0036079347509751;1;2;1;3;1;3;3;3;3;3;2;5;5;4;5;NA;NA;5;NA;1;5;NA;3;Até 20 mil
MARAPOAMA;2018;2016;751;199199729;2633;728568;10148,8;0;0;0,02066239;135942,42525178;27188,485050356;5,61779081619625;385650948;0,000196626964620095;6,38114318628535e-05;1,64499874436344e-05;0,000569924943050409;0;0,0206659978855122;3528858;154;100;0;0;0,68;1;0,9;0,878787878787879;0;0;0,0588235294117647;1,45310288235294;0;0;0;0;0,407407407407407;26,9145307777778;0,206896551724138;7,52018827586207;FALSE;0,0294117647058824;0;0,66;1;1;0,184;1;0,533333333333333;0,696969696969697;0,678876617860177;0,47013201320132;0,688362025571328;0;5,03695260241363;5,03695260241363;4,0295620819309;3,38734653469045;0,00194689056715888;0,00176723463150724;0,0508631977636082;0,034857025113592;13,8289329200916;9,47709706200779;0,0475395629540529;0,0330604657570756;12,9252869667673;8,98863978994057;8,21114210389537;1,46163187141508;3,85930624581154;0,68697934331856;7,30749615057101;1,30077754577534;3,37084897374432;0,600031059188972;22,33953309;19,09350402;0,752;0,736;0,852;0,679;111,267;NA;83,52;6,46;7,44;7,25;8,55;8,74;15,69;13,82;12,27;7,94;6,69;1,05251798561151;13,9;0,00848444097607292;0,00725161565514622;4;5;2;4;2;2;5;4;4;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;Até 20 mil
MARIAPOLIS;2018;2016;437;28466119;3916;243155;18510,6;0;0;0,00956979;135942,42525178;27188,485050356;2,60188092350046;53959784;2,75117916719758e-05;9,49052666824664e-05;5,49008012547479e-06;0,00103949754166295;0;0,00957138285335688;3528908;193;96,3;3,7;0;0,8;0,787234042553192;0,86;0,923076923076923;0,0625;0,33542746875;0,03125;0,909630625;0,0540540540540541;0,439017729729729;0;0;0,488372093023256;34,9402928372093;0,333333333333333;22,8561647222222;FALSE;0,046875;0,027027027027027;0,7625;0,765957446808511;0,475858450577823;0,43;0,48936170212766;0,44;0,615384615384616;0,696313181596276;0,307722772277228;0,54945054945055;0,228395061728395;5,26269018890489;5,26269018890489;2,25804365533111;2,63772203906653;0,00109097807737225;0,0013761431515758;0,0222794192875376;0,0138128003966745;6,0574365822983;3,75549117088536;0,0275549731603033;0,01666445113871;7,49177975831868;4,53081180657205;3,45555565879784;1,32809907924183;1,15361024738489;0,443375496920464;4,88989883481822;1,87937072394518;1,92893088307159;0,741360169733088;15,90593134;14,91347389;0,718;0,684;0,83;0,651;186,544;NA;80,11;5,85;7,56;8,43;9,27;8,61;13,2;14,27;11,13;7,51;8;1,15659955257271;13,41;0,00406178021961185;0,00380834368998979;3;4;2;5;4;1;5;4;5;3;3;1;2;1;1;1;2;1;1;NA;NA;NA;NA;Até 20 mil
MARILIA;2018;2016;438;3678314309;216745;134682946;93455,9;0;0,139702;0,3759169;135942,42525178;27188,485050356;102,206110158262;7045675655;0,00359228941332811;0,00525287079343493;0,00304094164247083;0,00524819175520503;0;0,376049884399358;3529005;7960;99,2;0,8;0;0,965127238454288;0,932316491897045;0,933333333333333;0,911652340019102;0,0523560209424084;1,03868469698953;0,0340314136125654;0,663324202879581;0,0526680526680527;1,22415387664588;0,027027027027027;0,558212789327789;0,340300457217505;24,0772481293272;0,379237288135593;23,647596059322;FALSE;0,0431937172774869;0,0398475398475398;0,923439805379692;0,895165973335659;0,426439197335704;0,816255532911261;0,771271214550528;0,615719573263662;0,56591977886779;0,362098151338894;0,613492227733551;0,465228859367915;0,0493827160493827;8,98218427883843;8,98218427883843;3,77246623927384;3,32419641658487;0,00182267422286448;0,0017342881719239;0,322085338977426;0,351242009827275;87,5701242372659;95,4973813324586;0,320450197035025;0,350358149317869;87,1255539147042;95,2570730499928;-14,6359859209958;-0,143200694149622;-6,70872882580316;-0,0656392148709601;-15,0805562435575;-0,147550437250825;-6,94903710826894;-0,0679904273580969;831,52529125;790,63352625;0,798;0,768;0,854;0,776;1170,515;NA;95,51;6,26;7,68;7,94;8,53;8,61;15,92;14,19;11,44;7,26;6,32;0,974175035868006;13,94;0,00383642202242266;0,00364775900828162;1;1;2;4;1;2;1;2;1;3;3;5;5;5;5;NA;NA;NA;NA;5;4;5;4;150 mil a 250 mil
MARINOPOLIS;2018;2016;439;22473546;2113;173142;7164,1;1,92;0;0,00678818;135942,42525178;27188,485050356;1,84560330449126;41852347;2,13387261084522e-05;5,12090981869386e-05;3,90929017739695e-06;0,00040231350351839;0,000349769461846892;0,00678960834683662;3529104;94;99;1;0;0,91304347826087;1,0625;0,967741935483871;1,07142857142857;0,0476190476190476;1,19504061904762;0;0;0;0;0;0;0,3;20,3491941666667;0,233333333333333;23,8740296666667;FALSE;0,0238095238095238;0;0,891304347826087;1;0,639759614028158;0,739130434782609;1;0,67741935483871;0,766666666666667;0,568469599784635;0,720855956563398;0,80703211517165;0,0617283950617284;4,54329478227;4,54329478227;2,70871892528709;2,52388046193629;0,00130872268933977;0,00131675012061496;0,0258352299519841;0,015146364427185;7,02420763322028;4,11806702795763;0,0259837374305751;0,0152266387399369;7,06458456683566;4,13989239747946;5,17860432872902;2,80591409655961;2,27246372346637;1,23128503180307;5,21898126234441;2,8277914596512;2,2942890929882;1,2431106334742;14,33282394;14,13940588;0,731;0,681;0,825;0,694;77,827;NA;79,08;7,38;8,14;8,52;7,19;6,63;15,95;15,48;12,21;7,43;6,47;0,895618556701031;15,52;0,00678316324656886;0,00669162606720303;5;5;2;3;3;3;5;4;5;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;Até 20 mil
MARTINOPOLIS;2018;2016;440;447375483;24219;9084713;105733,5;1,28;0;0,06038193;135942,42525178;27188,485050356;16,4169320111664;793922633;0,000404787277924657;0,000586953690955734;0,000205119377709455;0,00593766346425395;0,000233179641231261;0,0604501834004217;3529203;1360;99,5;0,5;0;0,977186311787072;0,931159420289855;0,879310344827586;0,924460431654676;0,0933852140077821;1,7249146381323;0,0700389105058366;1,10058486770428;0,0466926070038911;0,840559159533074;0,0428015564202335;0,789379525291829;0,334645669291339;29,5573758661417;0,342412451361868;25,7230562645914;FALSE;0,0817120622568093;0,0447470817120623;0,897338403041825;0,889492753623188;0,458254666706861;0,75361216730038;0,758893280632411;0,585052945967961;0,607913669064748;0,469939706959901;0,560129259939298;0,536730084371041;0,0308641975308642;7,2152399787301;7,2152399787301;3,12350838098673;2,98850541431603;0,0015091290020455;0,00155915263187232;0,0595086486484478;0,0516701585041848;16,1795000414521;14,0483333204055;0,0604340858002439;0,0521703948024529;16,4311123831186;14,1843399915766;-0,237431969714322;-0,0144626273382156;-2,3685986907609;-0,144277791316297;0,0141803719522038;0,000863765041029506;-2,23259201958981;-0,135993254895083;84,36692164;75,32822535;0,721;0,703;0,832;0,641;1253,564;NA;83,99;6,57;7,85;8,2;8,5;9,08;15,11;14,34;10,57;7,49;6,5;0,970180305131761;14,42;0,00348350145092696;0,00311029461786201;1;1;2;4;4;2;2;4;2;4;4;5;5;5;5;NA;NA;5;NA;1;5;NA;5;20 mil a 50 mil
MATAO;2018;2016;441;3175641887;76786;29167339;38460,1;0;0;0,2768633;135942,42525178;27188,485050356;75,2749369304223;6189158919;0,00315558807285587;0,00186092844930538;0,000658555358338861;0,00215979921785956;0;0,276889713017087;3529302;1371;97,1;2,9;0;0,926102502979738;0,957553058676654;0,896788990825688;0,937578027465668;0,112068965517241;1,95932289655172;0,0344827586206897;0,868700077586207;0,0343511450381679;0,754803660305344;0,0114503816793893;0,308848202290076;0,262357414448669;21,4541303422053;0,307407407407407;23,6126154074074;FALSE;0,0732758620689655;0,0229007633587786;0,858241543709671;0,935624362676425;0,590992060688002;0,65977970490321;0,859544064021292;0,661509749886629;0,649359596800296;0,417977135242412;0,693171668738367;0,607298316811135;0,179012345679012;7,22329567956231;7,22329567956231;4,06170624460796;3,50458029396557;0,00196242108035926;0,00182839741991729;0,276925227600869;0,276062540236911;75,2917741069267;75,0572224819457;0,274445789882693;0,274722303632492;74,6176525535874;74,6928324531136;0,0168371765044384;0,000223675730475885;-0,217714448476599;-0,00289225680358704;-0,657284376834852;-0,00873178249810278;-0,582104477308647;-0,00773304503525117;255,22284096;237,30014042;0,773;0,766;0,847;0,713;524,899;NA;98,17;6,3;7,65;8,21;9,24;8,93;15,89;14,71;11,64;6,42;5,18;0,831541218637993;13,95;0,0033238199796838;0,00309040893418071;2;2;2;4;1;3;1;1;1;4;4;5;4;5;4;5;NA;NA;NA;NA;1;1;1;50 mil a 150 mil
MAUA;2018;2016;442;10445825652;417064;184184268;0;0;0;0,92995823;135942,42525178;27188,485050356;252,841554338105;20001654537;0,0101979902795158;0,0101076532542534;0,00415860825058881;0;0;0,930340569995238;3529401;2369;98,2;1,5;0,3;0,935311083642357;0,913552817612604;0,912522833367161;0,892061563385986;0,133928571428571;2,82944933035714;0,142857142857143;3,03242689285714;0,173913043478261;3,32899555652174;0,121739130434783;1,50262346956522;0,546296296296296;47,9193574166667;0,586538461538462;56,3217723076923;FALSE;0,138392857142857;0,147826086956522;0,805870710459709;0,778505879356827;0,427854902889736;0,534089705103302;0,516740100414896;0,414014989212878;0,368833146399975;0,368952039800948;0,262506280734291;0,129657765880356;0,12037037037037;7,77022320415879;7,77022320415879;2,9848149694098;2,54673683756861;0,00144211901703075;0,00132867466927111;0,816480122282288;0,89013716329868;221,988575985848;242,014809571125;0,814381401848735;0,889002719821084;221,417965694523;241,706371575814;-30,8529783522571;-0,122024951290245;-10,8267447669807;-0,0428202745206309;-31,4235886435824;-0,124281741289891;-11,1351827622917;-0,0440401610069263;1042,54687516;964,21325371;0,766;0,721;0,852;0,733;61,909;São Paulo;100;7,34;8,75;8,5;9,75;9,79;16,83;14,01;9,83;5,06;3,18;0,512119328775637;16,09;0,00249972875903938;0,00231190717422266;5;5;2;2;2;5;1;1;1;5;5;5;5;5;5;NA;NA;NA;NA;4;3;4;3;250 mil a 500 mil
MENDONCA;2018;2016;443;283888026;4640;1684377;13949,2;16,64;0;0,02834122;135942,42525178;27188,485050356;7,70554836278851;509957540;0,000260005592350652;0,000112451592800471;3,80307404392542e-05;0,000783343549542682;0,0030313353360064;0,0283789229376817;3529500;355;96,6;3,4;0;0,961538461538462;1,02597402597403;0,892307692307692;1,04285714285714;0;0;0;0;0,0253164556962025;0,195314734177215;0,0379746835443038;0,501095974683544;0,396551724137931;23,7166331206897;0,191780821917808;6,37777095890411;FALSE;0;0,0316455696202532;0,961538461538462;0,968354430379747;0,481089114353722;0,907692307692308;0,930955120828539;0,538461538461538;0,808219178082192;0,836380085789486;0,479055597867479;0,877781823146589;0,209876543209877;5,87211778947542;5,87211778947542;3,03482674987104;3,6294958932891;0,00146628230367259;0,00189356795115147;0,0468548264868774;0,0353472654444644;12,7391174947549;9,61038598107785;0,0547596109652366;0,0396201219192531;14,8883086409165;10,772110924949;5,0335691319664;0,653239574262413;1,90483761828934;0,247203382369015;7,18276027812797;0,932154330873429;3,06656256216046;0,397968115672266;29,54245303;25,80816379;0,744;0,72;0,863;0,663;195,151;NA;81,75;5,67;7,8;7,48;9,09;8,6;13,69;15,45;11,14;8,23;7,77;1,18782479584261;13,47;0,00636690798060345;0,00556210426508621;4;4;1;5;3;1;4;4;4;1;1;2;2;2;2;3;3;2;2;NA;NA;NA;NA;Até 20 mil
MERIDIANO;2018;2016;444;322264947;3855;1406014;21027,2;0;0;0,02718301;135942,42525178;27188,485050356;7,39064861008678;497486152;0,000253646963700167;9,34269160012533e-05;3,17457157678818e-05;0,00118082194569896;0;0,0272936887589637;3529609;268;98,6;1,4;0;1,03703703703704;1,1;1;1,02;0;0;0,0714285714285714;0,986416250000001;0,0909090909090909;3,38816772727273;0,0454545454545455;0,71119340909091;0,297872340425532;16,2409978510638;0,26;17,9997488;FALSE;0,0357142857142857;0,0681818181818182;0,964285714285714;0,931818181818182;0,41990780147821;0,914285714285714;0,851239669421488;0,702127659574468;0,74;0,492219704694333;0,763850853170423;0,761627906976744;0,0864197530864197;5,59098698051086;5,59098698051086;2,45710775532678;2,52829440843905;0,00118715627506757;0,00131905294940481;0,04117638766087;0,0318796881088062;11,1952360034523;8,6676042355629;0,0436164761361089;0,0331986548521786;11,8586590937581;9,02621131140387;3,80458739336548;0,514783964721712;1,27695562547613;0,172779913218081;4,46801048367128;0,604549170092233;1,63556270131709;0,221301645850795;28,10812443;23,14952175;0,731;0,717;0,817;0,667;228,199;NA;69,36;5,89;7,39;7,32;7,91;7,81;15,23;15,18;11,96;8,22;7,7;1,19879518072289;13,28;0,00729134226459144;0,0060050640077821;3;4;2;5;3;1;5;5;4;1;1;3;3;3;2;3;4;3;3;NA;NA;NA;NA;Até 20 mil
MESOPOLIS;2018;2016;770;54192105;1886;107877;12753,75;8,46;0;0,01043629;135942,42525178;27188,485050356;2,8374691464618;98480496;5,02110032483607e-05;4,57076948322604e-05;2,4357030441317e-06;0,000716210807428382;0,00154117169126287;0,0104424082566305;3529658;179;94,3;5,7;0;0,937007874015748;1;1;1,05405405405405;0,0934215789665079;1,46604905985346;0,0627458293774583;0,913802343232861;0,0714285714285714;1,84034289285714;0,0714285714285714;0,456746678571428;0,541666666666667;42,8059577916667;0,41025641025641;32,7981507692308;TRUE;0,0780837041719831;0,0714285714285714;0,863842828374284;0,928571428571429;0,571283997711323;0,673222788098281;0,844155844155844;0,458333333333333;0,58974358974359;0,631047154834072;0,339624587458746;0,505792656955448;0,351851851851852;5,18738580584075;5,18738580584075;3,01891296968833;2,93639529612933;0,00145859353057626;0,00153196592257985;0,0307644197775526;0,0187548901737286;8,36437967204866;5,0991705110949;0,0321218090296191;0,0194886140937646;8,7334332459219;5,29865892940476;5,52691052558686;1,94783105658741;2,2617013646331;0,797084037884021;5,8959640994601;2,07789540436488;2,46118978294296;0,867389090736707;16,89697051;15,91055526;0,724;0,674;0,847;0,666;148,636;NA;77,84;5,46;8,85;8,06;7,37;6,04;15,22;14,79;11,77;8,54;6,88;1,07756813417191;14,31;0,00895915721633086;0,00843613746553552;4;4;1;4;4;2;5;4;5;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;Até 20 mil
MIGUELOPOLIS;2018;2016;445;640662850;20451;3864220;89196,3;105,06;0;0,08435906;135942,42525178;27188,485050356;22,9359504167209;1284104570;0,00065471013403004;0,00049563524231949;8,72483700621504e-05;0,00500898590944814;0,0191389477404346;0,0843346769791073;3529708;1264;94,4;5,3;0,3;0,894557823129252;0,966101694915254;0,747634069400631;0,912587412587413;0,182509505703422;3,18853315969582;0,144486692015209;2,63659935741445;0,245614035087719;6,41971855263158;0,149122807017544;3,83332979824561;0,527659574468085;44,13383;0,601532567049808;50,6128541762452;FALSE;0,163498098859316;0,197368421052632;0,748299319727891;0,775423728813559;0,512718093319665;0,395918367346939;0,510015408320493;0,353137794482851;0,363636363636364;0,45159199959319;0,156573934459021;0,120809423135005;0,354938271604938;7,1420365747068;7,1420365747068;3,43261698849272;3,02367521124474;0,00165847541238611;0,00157750129578343;0,080308545401769;0,0704244039562027;21,8346768607183;19,1473285414345;0,0788105242446193;0,0696146627901759;21,4273876023555;18,9271721855627;-1,10127355600251;-0,0480151698967598;-3,78862187528635;-0,165182685105752;-1,50856281436534;-0,0657728494767568;-4,00877823115815;-0,17478143082467;85,11012342;81,08312547;0,741;0,712;0,863;0,661;820,849;NA;94,2;7,84;8,18;8,54;8,58;9,12;15,79;13,18;10,36;6,84;4,35;0,698501872659176;16,02;0,0041616607217251;0,0039647511353968;1;1;1;2;3;4;2;2;2;3;3;5;5;5;5;NA;NA;NA;NA;2;5;3;5;20 mil a 50 mil
MINEIROS DO TIETE;2018;2016;446;112908098;12038;2044919;17475,7;13,67;0,209165;0,02054986;135942,42525178;27188,485050356;5,58719561396909;211583175;0,000107877233754219;0,000291744024597429;4,61712453377713e-05;0,000981380786621674;0,00249028569971199;0,0205580837152956;3529807;770;99;1;0;0,916167664670659;0,928104575163399;0,931297709923664;0,95906432748538;0,0588235294117647;1,3524481503268;0,0457516339869281;0,569450183006536;0,105633802816901;1,82280903521127;0,0704225352112676;1,19305675352113;0,434426229508197;30,1445173606557;0,411042944785276;31,4087367484663;FALSE;0,0522875816993464;0,0880281690140845;0,868263473053892;0,84640522875817;0,436431027702963;0,683832335329341;0,664884135472371;0,526717557251908;0,564847702077279;0,492602333782095;0,458619907792306;0,463403479450517;0,0617283950617284;6,64639051484773;6,64639051484773;2,7062847519284;2,68437377059679;0,00130754661386196;0,00140048213040059;0,0336032573600394;0,0249689353512909;9,13621660376697;6,78867525521877;0,035322564416004;0,0258982905166771;9,60367014564762;7,04135284542453;3,54902098979788;0,635206145445244;1,20147964124968;0,215041628083639;4,01647453167853;0,718871292359364;1,45415723145544;0,260266031821002;33,5360648;31,31774812;0,73;0,719;0,823;0,658;213,242;NA;95,53;7,29;8,61;8,73;8,05;8,95;14,83;13,22;11,38;6,11;6,61;0,8;15,9;0,00278585020767569;0,00260157402558565;3;4;1;2;4;3;3;2;4;5;5;2;2;2;2;3;3;3;3;NA;NA;NA;NA;Até 20 mil
